deployment,file_downloaded,preferred_method,stream,variable,units,fill_value,n_all,n_outliers,n_nans,n_fillvalues,n_stats,mean,min,max,stdev,filename
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,met_salsurf,1,-9999999.0,424973,92,0,0,424881,34.8712,34.5412,35.153,0.0649,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,met_netlirr_minute,W m-2,-9999999.0,424973,0,851,303636,120486,34.3269,-2.826,109.0464,26.066,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,precipitation,mm,-1e+07,424973,0,0,0,424973,20.3858,-0.87,56.59,11.7577,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,met_spechum,g kg-1,-1e+07,424973,0,0,0,424973,4.9888,1.1153,8.0218,1.352,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,met_latnflx_minute,W m-2,-9999999.0,424973,17,851,303636,120469,28.9175,-19.224,153.6757,24.9849,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:18,recovered_host,metbk_a_dcl_instrument_recovered,met_barpres,Pa,-1e+07,424973,0,0,0,424973,100442.6875,96461.0,103866.0,1221.3604,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_a_dcl_instrument_recovered_20160710T174403.350000-20170812T200352.175000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_mommflx,N m-2,-9999999.0,1723,1,115,0,1607,0.0659,0.0001,0.3713,0.062,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_sensflx,W m-2,-9999999.0,1723,0,115,0,1608,6.8605,-10.4091,45.5885,9.039,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_latnflx,W m-2,-9999999.0,1723,0,115,0,1608,23.9793,-13.9848,106.0868,21.6551,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_netlirr,W m-2,-9999999.0,1723,0,115,0,1608,31.2051,0.2709,103.7613,22.9823,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_rainflx,W m-2,-9999999.0,1723,13,115,0,1595,0.0218,-0.504,0.8936,0.0879,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_tempa2m,ºC,-9999999.0,1723,0,115,0,1608,9.0193,5.6216,11.5378,0.8858,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_netsirr_hourly,W m-2,-9999999.0,1723,0,0,0,1723,118.3207,-0.0434,712.6849,152.2801,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_tempskn,ºC,-9999999.0,1723,0,115,0,1608,9.7003,8.1289,11.2019,0.5528,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_heatflx,W m-2,-9999999.0,1723,0,115,0,1608,-64.0929,-605.9354,222.9433,154.8551,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_rainrte,mm hr-1,-9999999.0,1723,20,0,0,1703,0.026,0.0,0.999,0.0942,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_sphum2m,g kg-1,-9999999.0,1723,0,115,0,1608,6.4034,4.8409,7.9766,0.653,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_frshflx,mm hr-1,-9999999.0,1723,20,115,0,1588,0.0086,-1.0087,0.1541,0.1072,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0003,2018-10-11T15:30:27,recovered_host,metbk_hourly,met_wind10m,m s-1,-9999999.0,1723,0,115,0,1608,6.0394,0.4707,13.6048,2.7506,deployment0003_GI01SUMO-SBD11-06-METBKA000-recovered_host-metbk_hourly_20160710T181403.350000-20160920T113021.050000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_mommflx,N m-2,-9999999.0,1624,2,110,0,1512,0.0728,0.0006,0.4363,0.0729,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_sensflx,W m-2,-9999999.0,1624,0,110,0,1514,9.9277,-26.2464,57.2748,12.2335,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_latnflx,W m-2,-9999999.0,1624,0,110,0,1514,34.0878,-22.899,154.5443,27.489,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_netlirr,W m-2,-9999999.0,1624,0,110,0,1514,45.555,0.7789,110.6398,28.2268,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_rainflx,W m-2,-9999999.0,1624,5,110,0,1509,0.0729,-1.1928,3.5474,0.2986,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_tempa2m,ºC,-9999999.0,1624,0,110,0,1514,7.8452,1.9314,11.1495,1.4351,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_netsirr_hourly,W m-2,-9999999.0,1624,0,0,0,1624,102.8387,-1.3639,667.915,146.2898,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_tempskn,ºC,-9999999.0,1624,0,110,0,1514,8.7938,7.263,10.2517,0.8,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_heatflx,W m-2,-9999999.0,1624,0,110,0,1514,-20.295,-519.6902,284.6048,150.3811,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_rainrte,mm hr-1,-9999999.0,1624,13,0,0,1611,0.0265,0.0,0.883,0.0887,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_sphum2m,g kg-1,-9999999.0,1624,0,110,0,1514,5.6431,3.503,7.4115,0.8613,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_frshflx,mm hr-1,-9999999.0,1624,12,110,0,1502,0.0212,-0.9411,0.2244,0.1059,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:30:37,telemetered,metbk_hourly,met_wind10m,m s-1,-9999999.0,1624,0,110,0,1514,6.2247,0.4016,15.2979,2.8582,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20170805T184721.211000-20171012T093058.936000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_netsirr,W m-2,-1e+07,97364,3,0,0,97361,102.8924,-1.6065,860.2335,152.085,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,longwave_irradiance,W m-2,-1e+07,97364,0,0,0,97364,311.2861,235.4,360.2,31.2782,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_sensflx_minute,W m-2,-9999999.0,97364,17,974,0,96373,10.0012,-36.0148,72.2315,12.448,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,sea_surface_conductivity,S m-1,-1e+07,97364,0,0,0,97364,3.6858,3.5469,3.8274,0.0704,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,shortwave_irradiance,W m-2,-1e+07,97364,3,0,0,97361,108.8808,-1.7,910.3,160.9365,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_windavg_mag_corr_east,m s-1,-9999999.0,97364,0,0,0,97364,1.1625,-12.2731,16.965,4.4219,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_heatflx_minute,W m-2,-9999999.0,97364,2,974,0,96388,-9.4232,-782.4919,581.6697,155.9443,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_windavg_mag_corr_north,m s-1,-9999999.0,97364,0,0,0,97364,0.4197,-18.7292,13.4326,4.7825,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,relative_humidity,%,-1e+07,97364,0,0,0,97364,83.7067,54.718,97.562,8.2591,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,air_temperature,ºC,-1e+07,97364,0,0,0,97364,7.7598,1.582,11.499,1.4815,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,sea_surface_temperature,ºC,-1e+07,97364,0,0,0,97364,8.9131,7.487,10.498,0.7856,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_salsurf,1,-9999999.0,97364,2,0,0,97362,34.7801,34.5799,34.9402,0.0429,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_netlirr_minute,W m-2,-9999999.0,97364,0,974,0,96390,45.6575,-2.148,116.3361,29.5837,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,precipitation,mm,-1e+07,97364,0,0,0,97364,16.6603,-1.16,38.22,10.723,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_spechum,g kg-1,-1e+07,97364,0,0,0,97364,5.555,3.1055,7.5796,0.8972,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_latnflx_minute,W m-2,-9999999.0,97364,44,974,0,96346,34.2278,-33.657,175.2459,28.0765,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0004,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_barpres,Pa,-1e+07,97364,0,0,0,97364,100430.8516,97985.0,102046.0,829.988,deployment0004_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20170805T181721.211000-20171012T090753.398000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_mommflx,N m-2,-9999999.0,136,0,17,0,119,0.052,0.0017,0.1914,0.0543,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_sensflx,W m-2,-9999999.0,136,0,17,0,119,8.9022,0.0414,31.8387,7.0862,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_latnflx,W m-2,-9999999.0,136,0,17,0,119,15.7176,2.049,44.9535,9.8375,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_netlirr,W m-2,-9999999.0,136,0,17,0,119,14.583,0.8425,65.4436,13.0485,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_rainflx,W m-2,-9999999.0,136,2,16,0,118,0.0161,0.0,0.2377,0.0462,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_tempa2m,ºC,-9999999.0,136,0,17,0,119,5.0659,3.6863,5.8454,0.5593,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_netsirr_hourly,W m-2,-9999999.0,136,0,0,0,136,129.6546,3.6666,615.1811,142.3129,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_tempskn,ºC,-9999999.0,136,0,17,0,119,6.014,5.6111,6.2817,0.174,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_heatflx,W m-2,-9999999.0,136,0,17,0,119,-106.0821,-517.4138,100.679,143.499,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_rainrte,mm hr-1,-9999999.0,136,1,0,0,135,0.0102,0.0,0.1996,0.0321,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_sphum2m,g kg-1,-9999999.0,136,0,17,0,119,4.9923,4.2358,5.5915,0.3107,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_frshflx,mm hr-1,-9999999.0,136,1,17,0,118,0.0127,-0.1925,0.0607,0.0373,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:30:37,telemetered,metbk_hourly,met_wind10m,m s-1,-9999999.0,136,0,17,0,119,5.2098,0.9146,10.2893,2.6507,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_hourly_20180608T175109.234000-20180614T083059.344000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_netsirr,W m-2,-1e+07,8082,1,0,0,8081,130.1522,3.213,831.1275,148.7655,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,longwave_irradiance,W m-2,-1e+07,8082,0,0,0,8082,330.8226,258.5,344.8,14.7056,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_sensflx_minute,W m-2,-9999999.0,8082,0,721,0,7361,8.6929,-1.0024,37.6906,7.2247,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,sea_surface_conductivity,S m-1,-1e+07,8082,0,0,0,8082,3.4305,3.4016,3.4577,0.0155,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,shortwave_irradiance,W m-2,-1e+07,8082,1,0,0,8081,137.7272,3.4,879.5,157.4238,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_windavg_mag_corr_east,m s-1,-9999999.0,8082,0,5,0,8077,1.2442,-10.0874,11.2175,4.4384,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_heatflx_minute,W m-2,-9999999.0,8082,0,721,0,7361,-100.2144,-838.9791,128.7105,149.4169,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_windavg_mag_corr_north,m s-1,-9999999.0,8082,0,5,0,8077,-1.6234,-7.8871,4.0082,2.2835,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,relative_humidity,%,-1e+07,8082,0,0,0,8082,91.956,77.348,99.222,5.2852,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,air_temperature,ºC,-1e+07,8082,0,0,0,8082,5.0513,3.431,5.865,0.5647,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,sea_surface_temperature,ºC,-1e+07,8082,0,0,0,8082,6.056,5.749,6.371,0.1712,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_salsurf,1,-9999999.0,8082,1,0,0,8081,34.8724,34.8184,34.9011,0.0129,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_netlirr_minute,W m-2,-9999999.0,8082,0,721,0,7361,14.1817,-0.3581,80.742,14.2835,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,precipitation,mm,-1e+07,8082,0,0,0,8082,-1.4057,-1.88,-0.3,0.4099,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_spechum,g kg-1,-1e+07,8082,0,0,0,8082,5.0121,4.1949,5.6282,0.3493,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_latnflx_minute,W m-2,-9999999.0,8082,0,721,0,7361,15.2512,1.2448,54.8829,10.177,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
deployment0005,2018-10-11T15:33:20,telemetered,metbk_a_dcl_instrument,met_barpres,Pa,-1e+07,8082,0,0,0,8082,100695.8984,99750.0,101550.0,494.644,deployment0005_GI01SUMO-SBD11-06-METBKA000-telemetered-metbk_a_dcl_instrument_20180608T172109.234000-20180614T080150.161000.nc
